Benefits,Company,Education,Industry,Industry_label,Job_function,Job_title,Level,Location,Posting_date,Salary,Work_exp
"['', 'Alternative Retirement Scheme', '', 'Birthday Gift', '', 'Bonus for a recruit / new joiner', '', 'Education Allowance', '', 'Free Shuttle Bus', '', 'Labour / Statutory Holiday', '', 'Meal Allowance', '', 'Medical Insurance', '', 'On-the-job training', '', 'Overtime Pay', '', 'Performance Bonus', '', 'Promotion']",Chun Wo Tunnel Management Limited,--,All Engineering,Civil Service / Government,"['Engineering (Building / E&M)', 'Engineering (Electrical / Electronic)', 'Engineering (Others)']",維修技術員 (電機 ),General,Kowloon City District / Hung Hom,Posting Date: 2020-09-09,--,5-10
"['', 'Alternative Retirement Scheme', '', 'Birthday Gift', '', 'Bonus for a recruit / new joiner', '', 'Education Allowance', '', 'Free Shuttle Bus', '', 'Labour / Statutory Holiday', '', 'Meal Allowance', '', 'Medical Insurance', '', 'On-the-job training', '', 'Overtime Pay', '', 'Performance Bonus', '', 'Promotion']",Chun Wo Tunnel Management Limited,--,All Engineering,Civil Service / Government,"['Engineering (Building / E&M)', 'Engineering (Electrical / Electronic)', 'Engineering (Others)']",隧道維修技術組長 (電機 / 電子),Middle,Kowloon City District / Hung Hom,Posting Date: 2020-09-09,--,5-10
,Keiyip Engineering Company Limited,Diploma,All Engineering,Others,"['IT (System Engineer / Network Engineer)', 'IT (Network & System)', 'Engineering (Engineering Project Management)', 'Engineering (Electrical / Electronic)']",IT Engineer,General,Eastern District / North Point,Posting Date: 2020-09-09,--,3
,邵賢偉建築工程師,--,All Engineering,Engineering / Electrical / Electronics,"['Building / Architectural (Building / Construction / QS)', 'Building / Architectural (Civil / Structural)', 'Building / Architectural (Others)', 'Engineering (Civil / Structural)', 'Engineering (Others)']",RESIDENT ENGINEERS,Middle,Wanchai District / Causeway Bay,Posting Date: 2020-09-09,--,5
,邵賢偉建築工程師,Bachelor,All Engineering,Engineering / Electrical / Electronics,"['Building / Architectural (Building / Construction / QS)', 'Building / Architectural (Civil / Structural)', 'Building / Architectural (Others)', 'Engineering (Civil / Structural)', 'Engineering (Others)']", ASSISTANT RESIDENT ENGINEER,General,Wanchai District / Causeway Bay,Posting Date: 2020-09-09,--,3
,邵賢偉建築工程師,Certificate,All Engineering,Engineering / Electrical / Electronics,"['Building / Architectural (Building / Construction / QS)', 'Building / Architectural (Civil / Structural)', 'Engineering (Civil / Structural)', 'Engineering (Building / E&M)', 'Engineering (Others)']",RESIDENT ENGINEER,Middle,Wanchai District / Causeway Bay,Posting Date: 2020-09-09,--,5
,邵賢偉建築工程師,Bachelor,All Engineering,Engineering / Electrical / Electronics,"['Building / Architectural (Building / Construction / QS)', 'Building / Architectural (Civil / Structural)', 'Building / Architectural (Others)', 'Engineering (Civil / Structural)', 'Engineering (Others)']",ASSISTANT RESIDENT ENGINEER ,General,Wanchai District / Causeway Bay,Posting Date: 2020-09-09,--,3
"['', 'Bank Holiday', '', 'Commission', '', 'Medical Insurance']","POLYTEK ENGINEERING CO., LTD.",Certificate,All Engineering,Engineering / Electrical / Electronics,"['Sales (Business Development)', 'Sales (Sales Administration)', 'Sales (Sales Management)', 'Sales (Others)', 'Engineering (Others)']",地區經理 ,General,Tsuen Wan District,Posting Date: 2020-09-09,"$20,000 - $30,000",8
"['', 'Bank Holiday', '', 'Commission', '', 'Medical Insurance']","POLYTEK ENGINEERING CO., LTD.",Certificate,All Engineering,Engineering / Electrical / Electronics,"['Engineering (Draftsman / CAD)', 'Engineering (Others)', 'Building / Architectural (Draftsman)', 'Building / Architectural (Others)']",繪圖員 ,General,Tsuen Wan District,Posting Date: 2020-09-09,"$11,000 - $13,000",1
,Winland Group永倫集團,--,All Engineering,Banking / Finance / Securities / Investments,['Engineering (Electrical / Electronic)'],冷氣電工 / 維修電工 (香港、九龍或青衣區上班),General,Hong KongKowloon / KowloonKwai Tsing District / Tsing Yi,Posting Date: 2020-09-08,--,2 or above
"['', 'Free Shuttle Bus', '', 'Medical Insurance', '', 'Performance Bonus']",Windmill Engineering Co Ltd,Certificate,All Engineering,Engineering / Electrical / Electronics,"['Building / Architectural (Building / Construction / QS)', 'Engineering (Engineering Project Management)', 'Engineering (Others)']",Maintenance Engineer (Fire Services),Middle,Kwun Tong District / Kowloon Bay,Posting Date: 2020-09-08,--,5 or above
"['', 'Free Shuttle Bus', '', 'Medical Insurance', '', 'Overtime Pay', '', 'Performance Bonus']",Windmill Engineering Co Ltd,Certificate,All Engineering,Engineering / Electrical / Electronics,"['Engineering (Electrical / Electronic)', 'Engineering (Mechanical)', 'Engineering (Building / E&M)', 'Engineering (Others)']",Maintenance Supervisor / Maintenance Technician (Fire Services),Middle,Kwun Tong District / Kowloon Bay,Posting Date: 2020-09-08,--,3
"['', 'Free Shuttle Bus', '', 'Medical Insurance', '', 'Performance Bonus']",Windmill Engineering Co Ltd,Associate Degree / Higher Diploma,All Engineering,Engineering / Electrical / Electronics,"['Building / Architectural (Building / Construction / QS)', 'Engineering (Engineering Project Management)', 'Engineering (Others)']",Safety Office (Fire Services),Middle,Kwun Tong District / Kowloon Bay,Posting Date: 2020-09-08,--,5 or above
"['', 'Education Allowance', '', 'Five-Day Work', '', 'Free Shuttle Bus', '', 'Life Insurance', '', 'Medical Insurance', '', 'Performance Bonus']",Modern Terminals Ltd,Bachelor,All Engineering,Logistics,"['Engineering (Civil / Structural)', 'Engineering (Engineering Project Management)', 'Engineering (Others)', 'Logistics / Transportation / Shipping (Others)']",Trainee Engineer (Civil & Structural),General,Kwai Tsing District,Posting Date: 2020-09-08,--,--
"['', 'Education Allowance', '', 'Free Shuttle Bus', '', 'Life Insurance', '', 'Medical Insurance', '', 'Overtime Pay', '', 'Performance Bonus']",Modern Terminals Ltd,F.5 / HKCEE,All Engineering,Logistics,"['Engineering (Mechanical)', 'Engineering (Others)', 'Logistics / Transportation / Shipping (Logistics)']",技術員,General,Kwai Tsing District,Posting Date: 2020-09-08,--,--
,,,All Engineering,,,,,,,,
"['', 'Performance Bonus']",Compo Money Exchange Company Limited 金寶找換有限公司,Bachelor,All Engineering,Banking / Finance / Securities / Investments,"['IT (Software / Web Developer)', 'IT (Application - Software)', 'IT (System Engineer / Network Engineer)', 'IT (Others)']",Software Engineer軟件工程師,General,Yau Tsim Mong District / Mong Kok,Posting Date: 2020-09-09,"$20,000 - $25,000",2
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Performance Bonus']",LWK & Partners (HK) Ltd,Diploma,All Engineering,Architecture / Surveying,"['Building / Architectural (Architectural)', 'Building / Architectural (Building / Construction / QS)', 'Engineering (Draftsman / CAD)']",Draftsman / Architectural Technician,General,Yau Tsim Mong District / Tsim Sha Tsui,Posting Date: 2020-09-08,--,1-3
,,,All Engineering,,,,,,,,
"['', 'Dental Insurance', '', 'Double Pay', '', 'Education Allowance', '', 'Five-Day Work', '', 'Flexible Working Hours', '', 'Medical Insurance', '', 'Overtime Pay', '', 'Performance Bonus']",TÜV Rheinland Hong Kong Limited ,Diploma,All Engineering,Building / Construction,"['Engineering (Electrical / Electronic)', 'Sciences, Lab, R&D  (Laboratory)', 'Manufacturing (Quality Assurance, Control & Testing / ISO)']",Assistant Engineer (General Electrical Appliances) ,General,Tsuen Wan District,Posting Date: 2020-09-08,--,1
,,,All Engineering,,,,,,,,
,,,All Engineering,,,,,,,,
,,,All Engineering,,,,,,,,
,,,All Engineering,,,,,,,,
,,,All Engineering,,,,,,,,
,,,All Engineering,,,,,,,,
"['', 'Double Pay', '', 'Overtime Pay']",Cheong Hing Services Limited,Certificate,All Engineering,Logistics,"['Engineering (Electrical / Electronic)', 'Engineering (Building / E&M)', 'Engineering (Others)']",Facility Technician,General,,Posting Date: 2020-09-08,--,3
,,,All Engineering,,,,,,,,
,CENTRAL MANAGEMENT LIMITED,F.5 / HKCEE,All Engineering,Real Estate / Property Management,"['Management (General Management)', 'Property / Estate Management / Security (Gardener)', 'Management (Management)', 'Engineering (Building / E&M)', 'Engineering (Electrical / Electronic)']",男/女高級管理員(薪金面議) /  日夜更技術員(薪金面議),General,Central & Western District / Central,Posting Date: 2020-09-08,--,1
,Victory Engineering Service Company Limited,--,All Engineering,Engineering / Electrical / Electronics,"['Engineering (Building / E&M)', 'Government (Government)']","技術員 (合約期：12個月) / 月薪：HKD20,000.00不設約滿酬金",General,Kwun Tong District / Kowloon BayYau Tsim Mong District / Tsim Sha Tsui,Posting Date: 2020-09-08,"$20,000",--
"['', 'Double Pay', '', 'Life Insurance', '', 'Medical Insurance', '', 'Performance Bonus']",APT Satellite Company Limited,Bachelor,All Engineering,Tele-communications,"['Engineering (Telecommunication / Wireless / Radio)', 'Engineering (Electrical / Electronic)', 'Fresh Graduate (Fresh Graduate)']",Assistant Operations Engineer (SAC),General,Tai Po District,Posting Date: 2020-09-08,--,--
"['', 'Dental Insurance', '', 'Double Pay', '', 'Education Allowance', '', 'Medical Insurance', '', 'Performance Bonus']",APT Satellite Company Limited,Bachelor,All Engineering,Tele-communications,"['Engineering (Telecommunication / Wireless / Radio)', 'Engineering (Electrical / Electronic)', 'Fresh Graduate (Fresh Graduate)']",Assistant Satellite Operations Engineer (SCC),General,Tai Po District,Posting Date: 2020-09-08,--,--
,堅英工程有限公司,Certificate,All Engineering,Real Estate / Property Management,"['Administration / Secretary (Personal / Executive Assistant)', 'Administration / Secretary (Clerical / Admin Staff)', 'Administration / Secretary (Others)', 'Engineering (Engineering Project Management)', 'Engineering (Others)']",辦公室助理/項目助理,General,Yau Tsim Mong District / Tai Kok Tsui,Posting Date: 2020-09-08,"$12,000 - $15,000",--
"['', 'Medical Insurance', '', 'Performance Bonus']",China-Tech Engineering Co Ltd,Bachelor,All Engineering,Engineering / Electrical / Electronics,"['Sales (Sales Engineer / Technical Sales)', 'Sales (General Sales)', 'Engineering (Electrical / Electronic)', 'Marketing / Public Relations (Others)']",Technical Sales,General,Kowloon City District,Posting Date: 2020-09-08,--,--
,Royal Hong Kong Yacht Club,Associate Degree / Higher Diploma,All Engineering,Others,"['Engineering (Electrical / Electronic)', 'Engineering (Others)', 'Hospitality / Hotel (Others)', 'Property / Estate Management / Security (Others)']",Assistant Manager - Technical,Middle,,Posting Date: 2020-09-08,--,5
,Pyrofoe Engineers Ltd,Below F.5,All Engineering,Building / Construction,"['Engineering (Building / E&M)', 'Engineering (Mechanical)', 'Building / Architectural (Others)']",消防學徒 (消防水),General,Sham Shui Po District / Cheung Sha Wan,Posting Date: 2020-09-08,"$13,400 or above",--
,,,All Engineering,,,,,,,,
,SmartBLKTrade Limited (SBT),Bachelor,All Engineering,Trading,"['IT (Systems / Technical Support)', 'IT (Network & System)', 'IT (Software / Web Developer)', 'IT (System Analyst)', 'Engineering (Engineering Project Management)']",DataScientist/Programmers/EngineersResearchDataScientist/SeniorDataScientist/ProjectManager/SystemArchitect/FullStackdeveloper/BackEndProgrammer/AIEngineer/MachineLearningandBlockchainprogrammer,General,,Posting Date: 2020-09-08,--,--
,Guangdong-Hong Kong-Macao Greater Bay Area Artificial Intelligence Academy Limited,--,All Engineering,Trading,"['IT (Systems / Technical Support)', 'IT (Network & System)', 'IT (Software / Web Developer)', 'IT (System Analyst)', 'Engineering (Engineering Project Management)']",DataScientist/Programmers/Engineers:ResearchDataScientist/SeniorDataScientist/ProjectManager/SystemArchitect/FullStackdeveloper/BackendProgrammer/AIEngineer/MachineLearningandBlockchainprogrammer,General,,Posting Date: 2020-09-08,--,--
,SmartBLKTrade Limited (SBT),Bachelor,All Engineering,Trading,"['IT (Systems / Technical Support)', 'IT (Network & System)', 'IT (Application - Software)', 'Engineering (Others)', 'Fresh Graduate (Fresh Graduate)']","Research Data Scientist / Big Data Engineer, AI Dept",General,,Posting Date: 2020-09-08,--,--
,SmartBLKTrade Limited (SBT),Bachelor,All Engineering,Trading,"['Sales (Business Development)', 'Marketing / Public Relations (Marketing - Market Research)', 'Engineering (Others)', 'Banking / Finance / Securities (Others)', 'Fresh Graduate (Fresh Graduate)']",Business Development Officer,General,,Posting Date: 2020-09-08,--,--
,SmartBLKTrade Limited (SBT),Bachelor,All Engineering,Trading,"['IT (IT Project Management / Team Lead)', 'IT (Network & System)', 'IT (Software / Web Developer)', 'IT (Systems / Technical Support)', 'Engineering (Others)']",Project Manager / System Architect / Full Stack developer / Senior Programmer / Programmer / Data Scientist / Cybersecurity engineer / Machine Learning and Blockchain programmer,Middle,,Posting Date: 2020-09-08,--,--
"['', 'Performance Bonus']",Compo Money Exchange Company Limited 金寶找換有限公司,Bachelor,All Engineering,Banking / Finance / Securities / Investments,"['IT (Software / Web Developer)', 'IT (Application - Software)', 'IT (System Engineer / Network Engineer)', 'IT (Others)']",Software Engineer軟件工程師,General,Yau Tsim Mong District / Mong Kok,Posting Date: 2020-09-09,"$20,000 - $25,000",2
,SmartBLKTrade Limited (SBT),Bachelor,All Engineering,Trading,"['IT (Application - Software)', 'IT (Software / Web Developer)', 'IT (Application - Network)', 'IT (Others)', 'Engineering (Mechanical)']",Full-stack Machine Learning Engineer,Middle,,Posting Date: 2020-09-08,--,5
"['', 'Medical Insurance', '', 'Performance Bonus']",Jointex Engineering Limited,Associate Degree / Higher Diploma,All Engineering,Engineering / Electrical / Electronics,"['Design (Draftsman)', 'Building / Architectural (Building / Construction / QS)', 'Engineering (Draftsman / CAD)']",Facade Draftsman / Designer,General,Wong Tai Sin District,Posting Date: 2020-09-08,--,3
"['', 'Bank Holiday', '', 'Medical Insurance', '', 'On-the-job training', '', 'Promotion', '', 'Staff Discount']",Ngong Ping 360 Limited,Certificate,All Engineering,Travel & Tourism,"['Engineering (Electrical / Electronic)', 'Engineering (Mechanical)', 'Engineering (Building / E&M)', 'Engineering (Others)']","纜車維修技術員  (月入可達HK$20,000另加津貼) (Ref: 200064)",Middle,Outlying Islands / Tung Chung,Posting Date: 2020-09-08,--,5
